Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,10/06/2011,83.13,3.648,,,,,,215.0435229,7.682,False
1,17/06/2011,86.41,3.637,,,,,,214.9980596,7.682,False
1,24/06/2011,83.58,3.594,,,,,,215.0910982,7.682,False
1,01/07/2011,85.55,3.524,,,,,,215.1841368,7.962,False
1,08/07/2011,85.83,3.48,,,,,,215.2771754,7.962,False
1,15/07/2011,88.54,3.575,,,,,,215.3611087,7.962,False
1,22/07/2011,85.77,3.651,,,,,,215.4222784,7.962,False
1,29/07/2011,86.83,3.682,,,,,,215.4834482,7.962,False
1,05/08/2011,91.65,3.684,,,,,,215.544618,7.962,False
1,12/08/2011,90.76,3.638,,,,,,215.6057878,7.962,False
1,19/08/2011,89.94,3.554,,,,,,215.6693107,7.962,False
1,26/08/2011,87.96,3.523,,,,,,215.7332258,7.962,False
1,02/09/2011,87.83,3.533,,,,,,215.7971409,7.962,False
1,09/09/2011,76.0,3.546,,,,,,215.861056,7.962,True
1,16/09/2011,79.94,3.526,,,,,,216.0410526,7.962,False
1,23/09/2011,75.8,3.467,,,,,,216.3758246,7.962,False
1,30/09/2011,79.69,3.355,,,,,,216.7105965,7.962,False
1,07/10/2011,69.31,3.285,,,,,,217.0453684,7.866,False
1,14/10/2011,71.74,3.274,,,,,,217.3552733,7.866,False
1,21/10/2011,63.71,3.353,,,,,,217.5159762,7.866,False
1,28/10/2011,66.57,3.372,,,,,,217.6766791,7.866,False
1,04/11/2011,54.98,3.332,,,,,,217.837382,7.866,False
1,11/11/2011,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,False
1,18/11/2011,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,False
1,25/11/2011,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,True
1,02/12/2011,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,False
1,09/12/2011,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,False
1,16/12/2011,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,False
1,23/12/2011,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,False
1,30/12/2011,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,True
1,06/01/2012,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,False
1,13/01/2012,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,False
1,20/01/2012,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,False
1,27/01/2012,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
1,03/02/2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
1,10/02/2012,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,True
1,17/02/2012,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,False
1,24/02/2012,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
1,02/03/2012,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
1,09/03/2012,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,False
1,16/03/2012,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,False
1,23/03/2012,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
1,30/03/2012,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
1,06/04/2012,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,False
1,13/04/2012,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
1,20/04/2012,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,False
1,27/04/2012,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,False
1,04/05/2012,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
1,11/05/2012,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,False
1,18/05/2012,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,False
1,25/05/2012,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
1,01/06/2012,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
1,08/06/2012,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
1,15/06/2012,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,False
1,22/06/2012,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,False
1,29/06/2012,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
1,06/07/2012,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,False
1,13/07/2012,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,False
1,20/07/2012,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,False
1,27/07/2012,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,False
1,03/08/2012,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,False
1,10/08/2012,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,False
1,17/08/2012,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,False
1,24/08/2012,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,False
1,31/08/2012,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,False
1,07/09/2012,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,True
1,14/09/2012,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,False
1,21/09/2012,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,False
1,28/09/2012,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,False
1,05/10/2012,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,False
1,12/10/2012,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,False
1,19/10/2012,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.573,False
1,26/10/2012,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,False
1,02/11/2012,55.32,3.386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6.573,False
1,09/11/2012,61.24,3.314,11421.32,3370.89,40.28,4646.79,6154.16,223.4813073,6.573,False
1,16/11/2012,52.92,3.252,9696.28,292.1,103.78,1133.15,6612.69,223.5129105,6.573,False
1,23/11/2012,56.23,3.211,883.59,4.17,74910.32,209.91,303.32,223.5619474,6.573,True
1,30/11/2012,52.34,3.207,2460.03,,3838.35,150.57,6966.34,223.6109842,6.573,False
1,07/12/2012,64.12,3.198,6343.16,,270.0,2928.9,10147.9,223.6600211,6.573,False
1,14/12/2012,48.89,3.168,3504.83,,73.26,1636.8,2779.6,223.7192767,6.573,False
1,21/12/2012,56.02,3.098,8231.71,,274.0,358.15,2834.02,223.8398455,6.573,False
1,28/12/2012,44.79,3.108,12659.55,37101.13,174.78,74.46,1208.86,223.9604143,6.573,True
1,04/01/2013,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525,False
1,11/01/2013,50.32,3.243,6520.24,16134.6,12.17,774.55,4001.25,224.2015518,6.525,False
1,18/01/2013,42.92,3.237,3772.69,3559.46,3.88,246.62,1900.4,224.2358132,6.525,False
1,25/01/2013,53.37,3.227,965.89,1097.91,0.1,225.36,1831.88,224.2355518,6.525,False
1,01/02/2013,56.46,3.244,9290.91,1359.9,265.0,20657.82,972.61,224.2352903,6.525,False
1,08/02/2013,56.67,3.417,32355.16,729.8,280.89,20426.61,4671.78,224.2350289,6.525,True
1,15/02/2013,49.66,3.475,72937.29,6665.52,47.21,13014.67,6310.18,224.2760526,6.525,False
1,22/02/2013,50.25,3.597,20107.75,3163.89,42.2,15657.3,5812.86,224.4202895,6.525,False
1,01/03/2013,48.01,3.711,10610.74,261.46,2.8,25.54,2747.59,224.5645263,6.525,False
1,08/03/2013,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.7087632,6.525,False
1,15/03/2013,55.33,3.622,3808.13,,15.65,2616.6,1909.17,224.8356808,6.525,False
1,22/03/2013,63.42,3.611,12553.98,,495.1,6787.75,2545.66,224.9193005,6.525,False
1,29/03/2013,51.0,3.606,13067.46,,384.9,122.93,3903.8,225.0029202,6.525,False
1,05/04/2013,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.0865399,6.314,False
1,12/04/2013,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.1701596,6.314,False
1,19/04/2013,67.1,3.451,3530.36,3.95,107.5,458.76,2062.05,225.1701596,6.314,False
1,26/04/2013,59.23,3.417,2387.72,,98.34,516.28,1421.63,225.1701596,6.314,False
1,03/05/2013,66.66,3.386,2298.63,2.0,129.9,55.46,1301.04,,,False
1,10/05/2013,63.9,3.392,4624.61,83.88,42.38,1618.31,8144.9,,,False
1,17/05/2013,69.53,3.454,16170.5,92.0,8.32,4127.24,6206.97,,,False
1,24/05/2013,77.19,3.494,7959.89,178.0,1621.47,3152.57,2938.7,,,False
1,31/05/2013,78.02,3.466,2369.77,142.45,475.35,45.55,2056.84,,,False
1,07/06/2013,76.44,3.439,3514.75,742.59,116.15,1015.44,5137.09,,,False
1,14/06/2013,79.86,3.431,12592.32,527.48,402.88,7474.56,2484.44,,,False
1,21/06/2013,81.35,3.479,8104.02,417.99,327.33,5182.25,3754.44,,,False
1,28/06/2013,83.94,3.495,4205.98,796.7,6.84,3816.78,4812.74,,,False
1,05/07/2013,79.85,3.422,7649.99,3503.29,1766.77,9454.96,1079.89,,,False
1,12/07/2013,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,,,False
1,19/07/2013,79.26,3.556,3117.04,1060.39,199.05,1012.3,5381.72,,,False
1,26/07/2013,81.54,3.62,332.17,673.19,1.0,38.63,1245.2,,,False
2,05/02/2010,40.19,2.572,,,,,,210.7526053,8.324,False
2,12/02/2010,38.49,2.548,,,,,,210.8979935,8.324,True
2,19/02/2010,39.69,2.514,,,,,,210.9451605,8.324,False
2,26/02/2010,46.1,2.561,,,,,,210.9759573,8.324,False
2,05/03/2010,47.17,2.625,,,,,,211.0067542,8.324,False
2,12/03/2010,57.56,2.667,,,,,,211.037551,8.324,False
2,19/03/2010,54.52,2.72,,,,,,210.8733316,8.324,False
2,26/03/2010,51.26,2.732,,,,,,210.6766095,8.324,False
2,02/04/2010,63.27,2.719,,,,,,210.4798874,8.2,False
2,09/04/2010,65.41,2.77,,,,,,210.2831653,8.2,False
2,16/04/2010,68.07,2.808,,,,,,210.1495463,8.2,False
2,23/04/2010,65.11,2.795,,,,,,210.1000648,8.2,False
2,30/04/2010,66.98,2.78,,,,,,210.0505833,8.2,False
2,07/05/2010,71.28,2.835,,,,,,210.0011018,8.2,False
2,14/05/2010,73.31,2.854,,,,,,209.9984585,8.2,False
2,21/05/2010,74.83,2.826,,,,,,210.2768443,8.2,False
2,28/05/2010,81.13,2.759,,,,,,210.5552301,8.2,False
2,04/06/2010,81.81,2.705,,,,,,210.833616,8.2,False
2,11/06/2010,83.4,2.668,,,,,,211.1120018,8.2,False
2,18/06/2010,85.81,2.637,,,,,,211.1096543,8.2,False
2,25/06/2010,86.26,2.653,,,,,,210.9950134,8.2,False
2,02/07/2010,82.74,2.669,,,,,,210.8803726,8.099,False
2,09/07/2010,82.59,2.642,,,,,,210.7657317,8.099,False
2,16/07/2010,85.32,2.623,,,,,,210.7577954,8.099,False
2,23/07/2010,87.66,2.608,,,,,,210.8921319,8.099,False
2,30/07/2010,83.49,2.64,,,,,,211.0264684,8.099,False
2,06/08/2010,89.53,2.627,,,,,,211.1608049,8.099,False
2,13/08/2010,89.05,2.692,,,,,,211.2951413,8.099,False
2,20/08/2010,88.7,2.664,,,,,,211.2596586,8.099,False
2,27/08/2010,87.12,2.619,,,,,,211.2241759,8.099,False
2,03/09/2010,81.83,2.577,,,,,,211.1886931,8.099,False
2,10/09/2010,79.09,2.565,,,,,,211.1532104,8.099,True
2,17/09/2010,82.05,2.582,,,,,,211.1806415,8.099,False
2,24/09/2010,81.79,2.624,,,,,,211.2552578,8.099,False
2,01/10/2010,69.24,2.603,,,,,,211.3298742,8.163,False
2,08/10/2010,63.19,2.633,,,,,,211.4044906,8.163,False
2,15/10/2010,65.8,2.72,,,,,,211.4713286,8.163,False
2,22/10/2010,68.5,2.725,,,,,,211.5187208,8.163,False
2,29/10/2010,66.24,2.716,,,,,,211.5661131,8.163,False
2,05/11/2010,57.85,2.689,,,,,,211.6135053,8.163,False
2,12/11/2010,59.69,2.728,,,,,,211.6608975,8.163,False
2,19/11/2010,50.81,2.771,,,,,,211.5470304,8.163,False
2,26/11/2010,62.98,2.735,,,,,,211.4062867,8.163,True
2,03/12/2010,49.33,2.708,,,,,,211.265543,8.163,False
2,10/12/2010,45.5,2.843,,,,,,211.1247993,8.163,False
2,17/12/2010,47.55,2.869,,,,,,211.0645458,8.163,False
2,24/12/2010,49.97,2.886,,,,,,211.0646599,8.163,False
2,31/12/2010,47.3,2.943,,,,,,211.064774,8.163,True
2,07/01/2011,44.69,2.976,,,,,,211.0648881,8.028,False
2,14/01/2011,33.02,2.983,,,,,,211.1176713,8.028,False
2,21/01/2011,41.4,3.016,,,,,,211.4864691,8.028,False
2,28/01/2011,42.83,3.01,,,,,,211.8552668,8.028,False
2,04/02/2011,38.25,2.989,,,,,,212.2240646,8.028,False
2,11/02/2011,33.19,3.022,,,,,,212.5928624,8.028,True
2,18/02/2011,57.83,3.045,,,,,,212.9033115,8.028,False
2,25/02/2011,60.8,3.065,,,,,,213.190421,8.028,False
2,04/03/2011,57.77,3.288,,,,,,213.4775305,8.028,False
2,11/03/2011,52.7,3.459,,,,,,213.7646401,8.028,False
2,18/03/2011,62.32,3.488,,,,,,214.0156238,8.028,False
2,25/03/2011,69.42,3.473,,,,,,214.2521573,8.028,False
2,01/04/2011,55.43,3.524,,,,,,214.4886908,7.931,False
2,08/04/2011,67.0,3.622,,,,,,214.7252242,7.931,False
2,15/04/2011,69.48,3.743,,,,,,214.9420631,7.931,False
2,22/04/2011,69.39,3.807,,,,,,215.1096657,7.931,False
2,29/04/2011,69.21,3.81,,,,,,215.2772683,7.931,False
2,06/05/2011,61.48,3.906,,,,,,215.4448709,7.931,False
2,13/05/2011,74.61,3.899,,,,,,215.6124735,7.931,False
2,20/05/2011,67.14,3.907,,,,,,215.3834778,7.931,False
2,27/05/2011,76.42,3.786,,,,,,215.1544822,7.931,False
2,03/06/2011,83.07,3.699,,,,,,214.9254865,7.931,False
2,10/06/2011,83.4,3.648,,,,,,214.6964908,7.931,False
2,17/06/2011,86.53,3.637,,,,,,214.6513538,7.931,False
2,24/06/2011,85.17,3.594,,,,,,214.7441108,7.931,False
2,01/07/2011,85.69,3.524,,,,,,214.8368678,7.852,False
2,08/07/2011,87.7,3.48,,,,,,214.9296249,7.852,False
2,15/07/2011,89.83,3.575,,,,,,215.0134426,7.852,False
2,22/07/2011,89.34,3.651,,,,,,215.0749122,7.852,False
2,29/07/2011,90.07,3.682,,,,,,215.1363819,7.852,False
2,05/08/2011,93.34,3.684,,,,,,215.1978515,7.852,False
2,12/08/2011,91.58,3.638,,,,,,215.2593211,7.852,False
2,19/08/2011,89.86,3.554,,,,,,215.3229307,7.852,False
2,26/08/2011,90.45,3.523,,,,,,215.386897,7.852,False
2,02/09/2011,89.64,3.533,,,,,,215.4508632,7.852,False
2,09/09/2011,77.97,3.546,,,,,,215.5148295,7.852,True
2,16/09/2011,78.85,3.526,,,,,,215.6944378,7.852,False
2,23/09/2011,75.58,3.467,,,,,,216.0282356,7.852,False
2,30/09/2011,78.14,3.355,,,,,,216.3620333,7.852,False
2,07/10/2011,69.92,3.285,,,,,,216.6958311,7.441,False
2,14/10/2011,71.67,3.274,,,,,,217.0048261,7.441,False
2,21/10/2011,64.53,3.353,,,,,,217.1650042,7.441,False
2,28/10/2011,65.87,3.372,,,,,,217.3251824,7.441,False
2,04/11/2011,55.53,3.332,,,,,,217.4853605,7.441,False
2,11/11/2011,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,217.6455387,7.441,False
2,18/11/2011,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7.441,False
2,25/11/2011,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,218.1130269,7.441,True
2,02/12/2011,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.3590319,7.441,False
2,09/12/2011,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,218.605037,7.441,False
2,16/12/2011,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,7.441,False
2,23/12/2011,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,False
2,30/12/2011,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,True
2,06/01/2012,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,False
2,13/01/2012,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7.057,False
2,20/01/2012,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,False
2,27/01/2012,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7.057,False
2,03/02/2012,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.8118854,7.057,False
2,10/02/2012,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,219.9049073,7.057,True
2,17/02/2012,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.0651993,7.057,False
2,24/02/2012,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,220.275944,7.057,False
2,02/03/2012,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,False
2,09/03/2012,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,220.6974332,7.057,False
2,16/03/2012,63.68,3.734,5965.99,230.42,3.0,2650.77,2073.81,220.8498468,7.057,False
2,23/03/2012,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.9244858,7.057,False
2,30/03/2012,66.83,3.845,14369.3,164.77,17.0,1017.31,3470.49,220.9991248,7.057,False
2,06/04/2012,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6.891,False
2,13/04/2012,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,221.1484028,6.891,False
2,20/04/2012,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,False
2,27/04/2012,67.2,3.814,3076.68,,38.32,108.71,2708.9,221.255812,6.891,False
2,04/05/2012,76.73,3.749,23731.47,,78.09,7931.42,4443.52,221.3095166,6.891,False
2,11/05/2012,73.87,3.688,16519.5,,117.38,5131.02,3634.25,221.3632212,6.891,False
2,18/05/2012,71.27,3.63,9262.12,,42.67,3694.8,4612.01,221.380331,6.891,False
2,25/05/2012,78.19,3.561,10701.32,,1030.53,3595.04,14920.27,221.3828029,6.891,False
2,01/06/2012,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,221.3852748,6.891,False
2,08/06/2012,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,False
2,15/06/2012,80.56,3.393,8573.41,195.0,0.19,4455.38,5288.61,221.4009901,6.891,False
2,22/06/2012,81.04,3.346,12126.02,314.0,60.99,6058.6,36430.33,221.4411622,6.891,False
2,29/06/2012,86.32,3.286,8495.34,275.8,,1935.16,5686.13,221.4813343,6.891,False
2,06/07/2012,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,221.5215064,6.565,False
2,13/07/2012,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,False
2,20/07/2012,83.23,3.311,6961.58,241.2,24.97,3401.36,2453.42,221.5701123,6.565,False
2,27/07/2012,86.37,3.407,6999.14,197.72,2.53,6319.33,5007.01,221.5785461,6.565,False
2,03/08/2012,90.22,3.417,27650.68,164.58,43.02,21801.9,6652.98,221.5869799,6.565,False
2,10/08/2012,88.55,3.494,5554.54,142.3,13.43,4187.43,5286.19,221.5954138,6.565,False
2,17/08/2012,84.79,3.571,4774.16,330.78,10.53,4253.28,4927.26,221.6751459,6.565,False
2,24/08/2012,76.91,3.62,4759.7,211.38,6.62,2972.88,5102.26,221.8083518,6.565,False
2,31/08/2012,82.64,3.638,17500.26,73.22,21.38,12878.62,4756.5,221.9415576,6.565,False
2,07/09/2012,87.65,3.73,10658.86,149.28,60.97,2920.9,3275.57,222.0747635,6.565,True
2,14/09/2012,75.88,3.717,8325.93,,37.32,1808.69,9314.55,222.2174395,6.565,False
2,21/09/2012,71.09,3.721,6707.94,3.82,15.55,1001.42,7607.94,222.4169362,6.565,False
2,28/09/2012,79.45,3.666,7106.05,1.91,1.65,1549.1,3946.03,222.6164329,6.565,False
2,05/10/2012,70.27,3.617,6037.76,,10.04,3027.37,3853.4,222.8159296,6.17,False
2,12/10/2012,60.97,3.601,2145.5,,33.31,586.83,10421.01,223.0154263,6.17,False
2,19/10/2012,68.08,3.594,4461.89,,1.14,1579.67,2642.29,223.0598077,6.17,False
2,26/10/2012,69.79,3.506,6152.59,129.77,200.0,272.29,2924.15,223.0783366,6.17,False
2,02/11/2012,56.4,3.386,9585.99,6181.03,32.4,1571.2,4510.08,223.0968655,6.17,False
2,09/11/2012,61.9,3.314,9497.69,2711.51,109.45,7185.16,6480.49,223.1153944,6.17,False
2,16/11/2012,52.72,3.252,26925.38,285.03,101.44,2014.28,8732.45,223.1469028,6.17,False
2,23/11/2012,58.06,3.211,2280.54,2.49,105146.3,927.97,1253.85,223.1957173,6.17,True
2,30/11/2012,52.64,3.207,4764.84,,4748.06,200.48,6088.49,223.2445318,6.17,False
2,07/12/2012,64.19,3.198,7303.66,,460.32,2352.61,14872.79,223.2933463,6.17,False
2,14/12/2012,47.69,3.168,5550.46,,50.0,871.41,2419.54,223.3523969,6.17,False
2,21/12/2012,55.14,3.098,5692.66,248.76,312.92,594.17,2167.73,223.4728642,6.17,False
2,28/12/2012,41.56,3.108,13194.12,56549.69,377.76,115.89,3479.8,223.5933316,6.17,True
